cost_id,movement_id,route_id,vessel_key,time_key,daily_demurrage_cost,fuel_cost_per_km,perishability_loss_rate,alternative_port_cost
COST_MOV_40931,MOV_40931,R_154,83,2024012315,48263.44,29.84,0.0013,6498.4
COST_MOV_40932,MOV_40932,R_965,89,2024111219,10560.27,24.42,0.0036,6130.83
COST_MOV_40933,MOV_40933,R_398,58,2024032203,55031.22,32.24,0.0049,14778.06
COST_MOV_40934,MOV_40934,R_550,97,2024042603,34938.36,23.25,0.0041,15106.22
COST_MOV_40935,MOV_40935,R_792,59,2024020505,59722.72,20.23,0.0003,13228.78
COST_MOV_40936,MOV_40936,R_390,29,2024083006,43765.64,31.28,0.0037,7575.94
COST_MOV_40937,MOV_40937,R_189,86,2024031820,12957.36,42.45,0.0038,16556.04
COST_MOV_40938,MOV_40938,R_109,55,2024070902,38009.95,22.81,0.0018,19863.29
COST_MOV_40939,MOV_40939,R_457,54,2024091913,43195.64,22.91,0.0007,16071.38
COST_MOV_40940,MOV_40940,R_592,44,2024051400,48664.17,40.86,0.0012,12696.28
COST_MOV_40941,MOV_40941,R_282,44,2024082520,38580.18,37.37,0.0042,19411.85
COST_MOV_40942,MOV_40942,R_979,50,2024110313,20756.37,42.44,0.0009,7070.05
COST_MOV_40943,MOV_40943,R_364,16,2024031804,48165.11,29.96,0.0018,12691.22
COST_MOV_40944,MOV_40944,R_617,74,2024012700,32791.36,44.44,0.0038,8217.99
COST_MOV_40945,MOV_40945,R_926,41,2024092910,42579.65,43.95,0.0035,19317.83
COST_MOV_40946,MOV_40946,R_694,40,2024092218,32223.74,27.18,0.0042,8145.27
COST_MOV_40947,MOV_40947,R_250,50,2024061706,21241.28,29.95,0.0029,6456.28
COST_MOV_40948,MOV_40948,R_238,44,2024012415,48028.43,36.99,0.0027,7926.39
COST_MOV_40949,MOV_40949,R_638,24,2024081216,14011.23,21.84,0.0046,9451.11
COST_MOV_40950,MOV_40950,R_402,88,2024050522,52469.03,29.94,0.0038,7153.13
COST_MOV_40951,MOV_40951,R_206,88,2024070521,40310.31,17.58,0.0018,11551.94
COST_MOV_40952,MOV_40952,R_143,88,2024060818,50572.85,19.6,0.0044,17099.55
COST_MOV_40953,MOV_40953,R_425,22,2024110120,56700.01,17.32,0.0002,13124.38
COST_MOV_40954,MOV_40954,R_643,17,2024012421,32049.39,21.98,0.004,12197.61
COST_MOV_40955,MOV_40955,R_566,51,2024092609,31811.33,34.34,0.003,10070.69
COST_MOV_40956,MOV_40956,R_892,18,2024121506,51709.87,32.32,0.0024,10824.16
COST_MOV_40957,MOV_40957,R_213,90,2024031821,16011.7,37.63,0.0028,7620.72
COST_MOV_40958,MOV_40958,R_463,3,2024103011,32111.41,41.15,0.0049,7460.92
COST_MOV_40959,MOV_40959,R_496,32,2024092213,55603.43,34.8,0.0034,14352.67
COST_MOV_40960,MOV_40960,R_181,19,2024032913,54852.74,27.75,0.0029,9011.66
COST_MOV_40961,MOV_40961,R_210,39,2024101415,11509.02,29.62,0.0033,15261.53
COST_MOV_40962,MOV_40962,R_200,43,2024031511,44534.16,38.82,0.0006,10064.12
COST_MOV_40963,MOV_40963,R_109,20,2024060821,41444.17,31.0,0.003,11228.58
COST_MOV_40964,MOV_40964,R_704,51,2024010718,55133.32,27.34,0.0027,17877.94
COST_MOV_40965,MOV_40965,R_438,15,2024070123,51996.04,24.02,0.0022,8389.42
COST_MOV_40966,MOV_40966,R_497,49,2024082700,44528.39,44.99,0.0014,9983.6
COST_MOV_40967,MOV_40967,R_321,21,2024042509,16563.0,26.14,0.0033,16878.21
COST_MOV_40968,MOV_40968,R_128,49,2024090920,37866.61,32.33,0.0029,8687.46
COST_MOV_40969,MOV_40969,R_395,21,2024012803,17388.0,16.03,0.0001,11462.7
COST_MOV_40970,MOV_40970,R_622,77,2024122210,23285.83,36.94,0.0044,13110.29
COST_MOV_40971,MOV_40971,R_164,12,2024051419,19585.24,25.19,0.0032,7079.79
COST_MOV_40972,MOV_40972,R_821,24,2024011916,18142.2,15.76,0.0045,19864.3
COST_MOV_40973,MOV_40973,R_293,99,2024032521,12443.83,23.29,0.0002,9223.74
COST_MOV_40974,MOV_40974,R_418,71,2024072722,38114.86,25.08,0.0025,12915.72
COST_MOV_40975,MOV_40975,R_155,72,2024041601,40919.32,28.39,0.0036,7410.09
COST_MOV_40976,MOV_40976,R_513,28,2024101115,38315.16,30.91,0.0018,13110.57
COST_MOV_40977,MOV_40977,R_611,44,2024012617,49793.81,17.55,0.0048,19391.67
COST_MOV_40978,MOV_40978,R_283,52,2024060802,32003.52,33.63,0.0024,7909.13
COST_MOV_40979,MOV_40979,R_318,13,2024123012,57746.86,34.03,0.0047,18881.36
COST_MOV_40980,MOV_40980,R_495,49,2024121509,59362.87,35.8,0.0049,8622.8
COST_MOV_40981,MOV_40981,R_616,64,2024020820,22933.3,35.39,0.0047,14708.08
COST_MOV_40982,MOV_40982,R_696,72,2024102201,54345.67,15.32,0.0041,14399.79
COST_MOV_40983,MOV_40983,R_967,100,2024080812,53202.01,26.11,0.0034,5420.7
COST_MOV_40984,MOV_40984,R_984,11,2024081910,48156.5,40.57,0.0013,11585.58
COST_MOV_40985,MOV_40985,R_351,69,2024103005,42726.32,24.41,0.0046,5121.16
COST_MOV_40986,MOV_40986,R_341,73,2024020714,16798.17,23.56,0.0033,15900.84
COST_MOV_40987,MOV_40987,R_108,46,2024090618,58179.24,27.15,0.001,16587.38
COST_MOV_40988,MOV_40988,R_813,22,2024040802,43378.73,42.78,0.0036,9363.87
COST_MOV_40989,MOV_40989,R_738,15,2024062410,58419.89,37.02,0.0002,5646.82
COST_MOV_40990,MOV_40990,R_506,67,2024011216,57348.67,22.22,0.0001,8621.19
COST_MOV_40991,MOV_40991,R_778,48,2024070411,16708.92,21.73,0.0049,10191.07
COST_MOV_40992,MOV_40992,R_832,21,2024042118,22671.92,44.98,0.0043,12174.7
COST_MOV_40993,MOV_40993,R_610,85,2024030811,55745.72,27.06,0.0008,6221.44
COST_MOV_40994,MOV_40994,R_614,55,2024042208,44377.84,36.33,0.0035,16453.33
COST_MOV_40995,MOV_40995,R_447,77,2024052121,22543.78,40.81,0.0033,15736.61
COST_MOV_40996,MOV_40996,R_467,12,2024082106,22365.89,29.98,0.0028,8256.77
COST_MOV_40997,MOV_40997,R_918,24,2024111504,24684.87,29.17,0.0013,6887.97
COST_MOV_40998,MOV_40998,R_506,14,2024101719,30437.52,19.99,0.0045,12236.49
COST_MOV_40999,MOV_40999,R_384,76,2024081603,17256.57,42.38,0.0046,9059.96
COST_MOV_41000,MOV_41000,R_225,37,2024100504,17998.39,19.75,0.0045,19962.6
COST_MOV_41001,MOV_41001,R_611,32,2024070801,37645.18,20.44,0.0013,18496.4
COST_MOV_41002,MOV_41002,R_884,87,2024042523,12066.08,19.8,0.0025,16808.41
COST_MOV_41003,MOV_41003,R_174,64,2024030207,18768.89,34.51,0.0049,11871.2
COST_MOV_41004,MOV_41004,R_495,77,2024122819,20293.88,19.05,0.0009,11037.29
COST_MOV_41005,MOV_41005,R_723,22,2024091815,57401.94,40.27,0.0007,7237.98
COST_MOV_41006,MOV_41006,R_770,29,2024101015,52859.28,24.72,0.0001,17038.46
COST_MOV_41007,MOV_41007,R_760,29,2024071822,41735.0,35.87,0.0021,11233.46
COST_MOV_41008,MOV_41008,R_540,97,2024091610,35719.6,33.47,0.0002,15259.11
COST_MOV_41009,MOV_41009,R_306,89,2024032318,10746.06,40.42,0.0024,6339.07
COST_MOV_41010,MOV_41010,R_940,36,2024081510,22236.54,39.99,0.0004,15837.88
COST_MOV_41011,MOV_41011,R_105,74,2024032005,53399.68,17.86,0.0007,16166.6
COST_MOV_41012,MOV_41012,R_160,60,2024052508,54459.68,23.92,0.0025,12059.0
COST_MOV_41013,MOV_41013,R_638,88,2024031803,38719.67,16.44,0.0048,5671.66
COST_MOV_41014,MOV_41014,R_659,41,2024020703,40354.72,23.22,0.0017,6236.07
COST_MOV_41015,MOV_41015,R_616,54,2024082703,51954.84,18.09,0.004,18248.46
COST_MOV_41016,MOV_41016,R_605,98,2024080316,50699.29,27.48,0.002,10753.48
COST_MOV_41017,MOV_41017,R_621,2,2024030317,23243.9,41.21,0.0006,17455.97
COST_MOV_41018,MOV_41018,R_114,9,2024022920,15275.53,30.66,0.0007,10368.11
COST_MOV_41019,MOV_41019,R_124,96,2024041208,50154.92,21.18,0.0016,18623.01
COST_MOV_41020,MOV_41020,R_493,90,2024112808,14594.63,37.45,0.0028,11946.67
COST_MOV_41021,MOV_41021,R_632,29,2024083022,33392.05,33.24,0.0048,15956.76
COST_MOV_41022,MOV_41022,R_610,56,2024012408,31137.88,21.75,0.0039,11778.83
COST_MOV_41023,MOV_41023,R_613,74,2024080923,52824.4,20.35,0.0034,7704.2
COST_MOV_41024,MOV_41024,R_948,21,2024062601,17928.69,29.33,0.0026,9754.79
COST_MOV_41025,MOV_41025,R_215,25,2024033107,36272.79,21.56,0.0011,5205.54
COST_MOV_41026,MOV_41026,R_742,62,2024021911,58867.32,33.69,0.0008,10065.42
COST_MOV_41027,MOV_41027,R_489,52,2024121414,49844.01,38.65,0.0002,6475.64
COST_MOV_41028,MOV_41028,R_370,45,2024070501,10076.07,28.97,0.0041,14404.97
COST_MOV_41029,MOV_41029,R_663,39,2024121617,21779.85,40.03,0.0003,18008.31
COST_MOV_41030,MOV_41030,R_499,39,2024022323,12259.53,20.35,0.0026,19878.17
COST_MOV_41031,MOV_41031,R_260,48,2024111305,20397.65,32.77,0.0038,5548.0
COST_MOV_41032,MOV_41032,R_637,10,2024042407,16437.13,40.98,0.0039,12392.14
COST_MOV_41033,MOV_41033,R_774,44,2024091904,53236.99,22.53,0.0043,14023.9
COST_MOV_41034,MOV_41034,R_877,92,2024072613,19565.02,38.28,0.002,12759.68
COST_MOV_41035,MOV_41035,R_514,37,2024080810,11410.08,26.87,0.0027,12417.83
COST_MOV_41036,MOV_41036,R_312,2,2024063015,10492.38,33.08,0.0033,16000.28
COST_MOV_41037,MOV_41037,R_711,68,2024071817,19509.94,38.78,0.0042,9383.08
COST_MOV_41038,MOV_41038,R_794,28,2024120811,38409.1,27.33,0.0004,7980.6
COST_MOV_41039,MOV_41039,R_769,84,2024102323,21821.92,21.3,0.0025,19274.87
COST_MOV_41040,MOV_41040,R_469,30,2024102619,57728.64,38.59,0.0024,5749.74
COST_MOV_41041,MOV_41041,R_565,52,2024033107,49431.66,15.73,0.0045,7179.24
COST_MOV_41042,MOV_41042,R_692,99,2024102107,18336.74,43.61,0.0038,5044.93
COST_MOV_41043,MOV_41043,R_540,40,2024031506,44424.63,25.87,0.0029,8073.92
COST_MOV_41044,MOV_41044,R_936,32,2024032704,57487.72,33.8,0.0011,6887.37
COST_MOV_41045,MOV_41045,R_575,31,2024052503,18122.71,40.3,0.0045,13221.76
COST_MOV_41046,MOV_41046,R_540,30,2024091902,45984.31,41.55,0.0044,14561.19
COST_MOV_41047,MOV_41047,R_733,70,2024062413,47296.65,19.22,0.0046,10289.7
COST_MOV_41048,MOV_41048,R_815,10,2024061316,16794.27,39.51,0.0042,19352.11
COST_MOV_41049,MOV_41049,R_369,90,2024091402,17378.75,29.73,0.0002,17394.24
COST_MOV_41050,MOV_41050,R_227,71,2024042913,51409.03,43.17,0.0016,16951.61
COST_MOV_41051,MOV_41051,R_970,43,2024030213,51905.26,33.45,0.0033,8740.92
COST_MOV_41052,MOV_41052,R_530,77,2024060422,11096.38,16.95,0.0022,18162.72
COST_MOV_41053,MOV_41053,R_948,6,2024050904,30119.36,29.17,0.0018,15737.8
COST_MOV_41054,MOV_41054,R_749,34,2024040403,14760.63,35.24,0.0007,12707.19
COST_MOV_41055,MOV_41055,R_851,3,2024020918,56892.36,36.28,0.0046,16072.52
COST_MOV_41056,MOV_41056,R_623,16,2024040105,41446.92,29.15,0.0048,10809.91
COST_MOV_41057,MOV_41057,R_604,42,2024022320,37218.67,43.77,0.0035,17831.6
COST_MOV_41058,MOV_41058,R_146,58,2024111419,34066.59,35.6,0.0043,5603.11
COST_MOV_41059,MOV_41059,R_263,16,2024111512,31566.09,37.7,0.0019,7654.98
COST_MOV_41060,MOV_41060,R_832,47,2024010913,55184.31,40.44,0.001,8894.5
COST_MOV_41061,MOV_41061,R_849,21,2024112516,12559.54,26.12,0.0046,6145.22
COST_MOV_41062,MOV_41062,R_674,96,2024121421,54292.56,42.16,0.0022,16177.93
COST_MOV_41063,MOV_41063,R_961,11,2024071500,46521.06,22.77,0.0021,11664.03
COST_MOV_41064,MOV_41064,R_240,82,2024102411,49509.43,24.87,0.0005,5280.95
COST_MOV_41065,MOV_41065,R_258,31,2024052702,13890.12,27.29,0.0022,19958.6
COST_MOV_41066,MOV_41066,R_725,6,2024081712,55864.45,19.43,0.0017,6202.32
COST_MOV_41067,MOV_41067,R_312,92,2024082111,12474.34,24.63,0.0005,14155.1
COST_MOV_41068,MOV_41068,R_327,20,2024071014,56375.47,42.49,0.0031,9880.58
COST_MOV_41069,MOV_41069,R_941,38,2024031822,50100.48,34.69,0.0044,13501.32
COST_MOV_41070,MOV_41070,R_921,22,2024022617,45479.35,19.24,0.0016,14223.28
COST_MOV_41071,MOV_41071,R_224,87,2024101516,18733.69,32.64,0.0007,18708.8
COST_MOV_41072,MOV_41072,R_726,93,2024100313,47196.98,35.38,0.0045,10277.87
COST_MOV_41073,MOV_41073,R_409,1,2024032809,11453.79,16.17,0.0024,8255.61
COST_MOV_41074,MOV_41074,R_941,10,2024111812,23873.2,29.17,0.0004,7235.75
COST_MOV_41075,MOV_41075,R_960,48,2024011106,24512.72,30.64,0.004,16005.17
COST_MOV_41076,MOV_41076,R_695,7,2024121610,41412.68,34.9,0.0001,15196.93
COST_MOV_41077,MOV_41077,R_376,58,2024082201,31172.45,30.37,0.0033,5345.4
COST_MOV_41078,MOV_41078,R_160,45,2024010904,21115.13,27.24,0.0017,7284.38
COST_MOV_41079,MOV_41079,R_626,79,2024082508,36511.33,44.81,0.0038,18885.15
COST_MOV_41080,MOV_41080,R_548,55,2024010203,36919.76,34.33,0.001,9862.83
COST_MOV_41081,MOV_41081,R_865,50,2024032311,20445.9,43.16,0.0016,8872.41
COST_MOV_41082,MOV_41082,R_558,13,2024050608,30008.6,24.41,0.0009,14739.67
COST_MOV_41083,MOV_41083,R_985,94,2024090823,32561.15,28.42,0.002,17831.08
COST_MOV_41084,MOV_41084,R_795,45,2024032020,24530.67,17.62,0.0042,8314.35
COST_MOV_41085,MOV_41085,R_935,42,2024051612,44601.03,36.36,0.0042,14938.65
COST_MOV_41086,MOV_41086,R_809,85,2024080111,45148.71,26.47,0.0017,7975.2
COST_MOV_41087,MOV_41087,R_781,87,2024020608,24516.43,31.91,0.0004,6285.06
COST_MOV_41088,MOV_41088,R_641,2,2024060919,17863.8,26.89,0.0024,14366.72
COST_MOV_41089,MOV_41089,R_903,93,2024071102,45532.81,16.61,0.0022,14460.58
COST_MOV_41090,MOV_41090,R_346,57,2024120204,41064.01,25.97,0.0045,12958.28
COST_MOV_41091,MOV_41091,R_685,89,2024050212,13462.82,20.4,0.0032,10209.47
COST_MOV_41092,MOV_41092,R_453,38,2024040918,52399.08,38.92,0.003,9013.56
COST_MOV_41093,MOV_41093,R_340,12,2024050423,20402.11,28.88,0.0016,14705.22
COST_MOV_41094,MOV_41094,R_687,93,2024121905,36297.06,17.85,0.0046,9955.78
COST_MOV_41095,MOV_41095,R_536,71,2024121319,50574.03,42.09,0.003,13832.46
COST_MOV_41096,MOV_41096,R_755,74,2024022802,32842.85,31.22,0.0023,15033.93
COST_MOV_41097,MOV_41097,R_637,44,2024093021,38325.85,27.62,0.0031,6355.39
COST_MOV_41098,MOV_41098,R_270,37,2024051117,15578.31,38.22,0.0047,19152.7
COST_MOV_41099,MOV_41099,R_873,65,2024111519,21553.33,29.33,0.0024,13175.33
COST_MOV_41100,MOV_41100,R_479,64,2024070716,20263.12,32.55,0.0039,16259.95
COST_MOV_41101,MOV_41101,R_175,30,2024121021,45416.51,23.24,0.0032,16666.7
COST_MOV_41102,MOV_41102,R_692,43,2024060506,49916.0,38.94,0.0004,13926.61
COST_MOV_41103,MOV_41103,R_447,27,2024070717,20356.08,42.84,0.0002,18773.59
COST_MOV_41104,MOV_41104,R_175,5,2024090615,21574.28,38.87,0.0035,8216.09
COST_MOV_41105,MOV_41105,R_313,65,2024031906,13744.5,41.92,0.0037,7836.13
COST_MOV_41106,MOV_41106,R_108,79,2024080212,33219.82,25.65,0.0007,5276.44
COST_MOV_41107,MOV_41107,R_157,50,2024022204,11883.08,20.36,0.0011,9428.44
COST_MOV_41108,MOV_41108,R_667,88,2024102409,41828.78,44.78,0.0016,10758.06
COST_MOV_41109,MOV_41109,R_364,28,2024022016,30709.26,28.02,0.0003,7285.5
COST_MOV_41110,MOV_41110,R_569,98,2024072508,34929.97,16.69,0.0002,17648.6
COST_MOV_41111,MOV_41111,R_829,18,2024042413,59142.35,38.19,0.0023,17037.56
COST_MOV_41112,MOV_41112,R_835,59,2024060604,42493.92,29.02,0.0022,8842.38
COST_MOV_41113,MOV_41113,R_640,38,2024032401,39438.79,15.45,0.0046,10752.34
COST_MOV_41114,MOV_41114,R_740,80,2024110702,32621.82,33.79,0.0007,17077.87
COST_MOV_41115,MOV_41115,R_996,50,2024120416,11448.45,24.99,0.0042,7461.06
COST_MOV_41116,MOV_41116,R_926,64,2024122011,21138.52,31.82,0.0038,16387.71
COST_MOV_41117,MOV_41117,R_874,84,2024042405,24343.93,18.3,0.0015,18417.56
COST_MOV_41118,MOV_41118,R_119,62,2024040122,47317.32,31.78,0.0042,16828.0
COST_MOV_41119,MOV_41119,R_373,43,2024101703,49303.08,26.2,0.0047,16447.19
COST_MOV_41120,MOV_41120,R_776,19,2024032013,59502.79,29.28,0.0013,14162.3
COST_MOV_41121,MOV_41121,R_453,70,2024070620,30364.63,33.01,0.0041,16558.13
COST_MOV_41122,MOV_41122,R_745,56,2024012213,47036.84,26.28,0.0016,17554.64
COST_MOV_41123,MOV_41123,R_851,69,2024022611,49040.85,30.35,0.001,8279.61
COST_MOV_41124,MOV_41124,R_680,19,2024111111,50285.34,22.68,0.0039,5722.13
COST_MOV_41125,MOV_41125,R_615,97,2024101912,49928.33,16.52,0.0046,7395.51
COST_MOV_41126,MOV_41126,R_196,26,2024110301,18911.76,33.59,0.0004,10653.73
COST_MOV_41127,MOV_41127,R_176,71,2024091105,42133.63,41.94,0.0022,9259.5
COST_MOV_41128,MOV_41128,R_783,96,2024120119,46193.16,41.49,0.0021,8316.87
COST_MOV_41129,MOV_41129,R_287,27,2024061912,21342.23,40.13,0.0015,19387.28
COST_MOV_41130,MOV_41130,R_544,67,2024022018,54114.2,22.73,0.001,7360.72
COST_MOV_41131,MOV_41131,R_814,19,2024071720,35852.32,16.7,0.0046,11690.07
COST_MOV_41132,MOV_41132,R_184,43,2024093006,58971.87,27.32,0.0007,9287.98
COST_MOV_41133,MOV_41133,R_799,75,2024073117,32138.15,22.4,0.0042,17664.03
COST_MOV_41134,MOV_41134,R_639,66,2024101411,52480.57,27.98,0.0027,8663.29
COST_MOV_41135,MOV_41135,R_535,55,2024010408,59856.56,33.57,0.0037,14135.41
COST_MOV_41136,MOV_41136,R_269,85,2024011006,51392.28,31.28,0.0024,7256.3
COST_MOV_41137,MOV_41137,R_444,75,2024082314,32372.25,23.3,0.003,13581.2
COST_MOV_41138,MOV_41138,R_779,58,2024080612,54348.27,27.68,0.0046,16553.47
COST_MOV_41139,MOV_41139,R_905,40,2024083121,44791.4,22.82,0.0017,6264.27
COST_MOV_41140,MOV_41140,R_129,13,2024021422,34642.69,39.11,0.0019,19029.34
COST_MOV_41141,MOV_41141,R_874,6,2024121423,32412.4,15.07,0.0028,19503.29
COST_MOV_41142,MOV_41142,R_565,71,2024081622,38610.23,18.06,0.0019,11693.34
COST_MOV_41143,MOV_41143,R_763,8,2024092103,11999.9,29.19,0.0007,8070.02
COST_MOV_41144,MOV_41144,R_535,39,2024052814,18443.0,16.92,0.0042,10186.58
COST_MOV_41145,MOV_41145,R_612,43,2024090416,32446.58,16.8,0.0045,14248.91
COST_MOV_41146,MOV_41146,R_389,17,2024062210,50277.01,39.85,0.0001,9513.2
COST_MOV_41147,MOV_41147,R_404,11,2024091309,45028.77,40.93,0.0026,7946.37
COST_MOV_41148,MOV_41148,R_532,26,2024122310,12794.86,43.55,0.0038,13816.39
COST_MOV_41149,MOV_41149,R_581,61,2024011902,12131.65,16.14,0.0006,7019.78
COST_MOV_41150,MOV_41150,R_469,13,2024062808,57939.68,16.49,0.0005,19177.72
COST_MOV_41151,MOV_41151,R_773,74,2024031704,37092.48,36.33,0.0034,6041.78
COST_MOV_41152,MOV_41152,R_305,19,2024070623,50858.29,29.81,0.0009,9643.74
COST_MOV_41153,MOV_41153,R_584,17,2024011408,37500.11,25.89,0.0015,5522.94
COST_MOV_41154,MOV_41154,R_408,9,2024080704,15333.3,38.77,0.0019,11342.56
COST_MOV_41155,MOV_41155,R_156,75,2024031201,41968.6,23.26,0.0018,17552.74
COST_MOV_41156,MOV_41156,R_354,36,2024030321,21092.39,43.14,0.0023,14208.54
COST_MOV_41157,MOV_41157,R_154,61,2024020302,16742.87,16.0,0.0016,10860.26
COST_MOV_41158,MOV_41158,R_641,86,2024030809,17413.67,15.04,0.0027,15553.8
COST_MOV_41159,MOV_41159,R_737,69,2024060305,36402.36,43.93,0.004,19466.82
COST_MOV_41160,MOV_41160,R_906,82,2024071008,38319.71,24.06,0.0022,9214.48
COST_MOV_41161,MOV_41161,R_581,1,2024060719,15637.99,25.84,0.0041,7701.15
COST_MOV_41162,MOV_41162,R_479,67,2024111113,52184.58,26.73,0.0029,12773.31
COST_MOV_41163,MOV_41163,R_958,39,2024090113,22244.52,42.14,0.0048,11717.33
COST_MOV_41164,MOV_41164,R_625,69,2024061115,37865.5,25.84,0.001,17973.71
COST_MOV_41165,MOV_41165,R_728,38,2024022601,41712.02,26.8,0.0012,7984.37
COST_MOV_41166,MOV_41166,R_135,45,2024072517,11234.74,33.36,0.0049,13728.17
COST_MOV_41167,MOV_41167,R_900,57,2024100307,42477.72,16.02,0.003,17258.53
COST_MOV_41168,MOV_41168,R_318,94,2024051316,54388.86,17.04,0.0028,19335.13
COST_MOV_41169,MOV_41169,R_794,71,2024042517,54713.28,19.84,0.0038,15852.81
COST_MOV_41170,MOV_41170,R_545,10,2024011312,20682.3,38.14,0.0001,17532.61
COST_MOV_41171,MOV_41171,R_128,60,2024093017,50697.5,27.68,0.0016,9854.94
COST_MOV_41172,MOV_41172,R_711,97,2024050811,47519.97,33.0,0.0036,5331.6
COST_MOV_41173,MOV_41173,R_690,37,2024090222,11127.43,15.62,0.0011,12235.98
COST_MOV_41174,MOV_41174,R_278,13,2024101909,41066.48,15.47,0.0029,18053.29
COST_MOV_41175,MOV_41175,R_596,93,2024022122,44007.62,33.22,0.0049,9276.62
COST_MOV_41176,MOV_41176,R_685,48,2024112512,15592.8,20.72,0.0032,18572.49
COST_MOV_41177,MOV_41177,R_204,76,2024090804,15533.91,30.99,0.0014,16596.87
COST_MOV_41178,MOV_41178,R_728,66,2024071615,47284.77,35.09,0.0048,10377.8
COST_MOV_41179,MOV_41179,R_842,55,2024062420,31968.72,25.59,0.0033,10150.51
COST_MOV_41180,MOV_41180,R_751,85,2024082608,35583.21,37.72,0.0037,18879.28
COST_MOV_41181,MOV_41181,R_601,2,2024060903,11324.53,21.61,0.0021,8498.82
COST_MOV_41182,MOV_41182,R_953,79,2024101010,53319.02,26.24,0.0023,8957.52
COST_MOV_41183,MOV_41183,R_442,39,2024062105,24572.49,15.97,0.0037,10421.8
COST_MOV_41184,MOV_41184,R_445,1,2024091212,11699.92,21.01,0.0016,14742.76
COST_MOV_41185,MOV_41185,R_350,25,2024080304,39361.31,28.3,0.0011,12696.81
COST_MOV_41186,MOV_41186,R_531,47,2024082802,52236.97,40.2,0.0033,10171.73
COST_MOV_41187,MOV_41187,R_296,13,2024073102,35955.04,36.6,0.0022,8398.21
COST_MOV_41188,MOV_41188,R_764,68,2024042118,10836.2,33.43,0.0038,10235.45
COST_MOV_41189,MOV_41189,R_355,60,2024071110,44133.66,41.79,0.0031,11494.21
COST_MOV_41190,MOV_41190,R_895,13,2024010420,33569.14,42.61,0.0007,7204.57
COST_MOV_41191,MOV_41191,R_858,69,2024043003,45175.25,29.5,0.0004,14018.17
COST_MOV_41192,MOV_41192,R_105,98,2024032219,50801.95,18.88,0.0043,18567.26
COST_MOV_41193,MOV_41193,R_389,26,2024090821,22966.86,44.8,0.0008,9921.32
COST_MOV_41194,MOV_41194,R_290,22,2024072814,46613.83,28.41,0.0004,14402.9
COST_MOV_41195,MOV_41195,R_399,24,2024021702,10605.17,35.12,0.0041,5045.67
COST_MOV_41196,MOV_41196,R_595,12,2024111219,15719.34,32.8,0.0049,7479.24
COST_MOV_41197,MOV_41197,R_787,50,2024071805,24313.83,30.96,0.0012,9313.61
COST_MOV_41198,MOV_41198,R_259,6,2024030922,56091.0,22.21,0.0014,11965.57
COST_MOV_41199,MOV_41199,R_904,80,2024092719,49921.24,33.59,0.0023,8930.55
COST_MOV_41200,MOV_41200,R_880,65,2024120114,10238.94,34.54,0.0036,17788.55
COST_MOV_41201,MOV_41201,R_686,5,2024041418,12861.8,28.39,0.0044,16225.53
COST_MOV_41202,MOV_41202,R_294,86,2024081622,23360.49,40.73,0.0013,14905.83
COST_MOV_41203,MOV_41203,R_514,53,2024123100,50456.8,24.23,0.0046,12945.88
COST_MOV_41204,MOV_41204,R_869,7,2024032302,40246.65,31.76,0.0042,9123.15
COST_MOV_41205,MOV_41205,R_191,83,2024022120,54505.53,23.71,0.0006,15117.42
COST_MOV_41206,MOV_41206,R_179,57,2024022313,49180.13,24.69,0.0033,11669.12
COST_MOV_41207,MOV_41207,R_148,98,2024071803,36684.57,41.28,0.0008,12427.99
COST_MOV_41208,MOV_41208,R_567,89,2024102417,19754.36,38.87,0.001,16956.67
COST_MOV_41209,MOV_41209,R_240,55,2024121411,36544.87,36.57,0.0035,12493.81
COST_MOV_41210,MOV_41210,R_222,53,2024031307,58412.59,41.58,0.0034,19602.37
COST_MOV_41211,MOV_41211,R_959,96,2024062123,52967.04,35.8,0.002,17510.07
COST_MOV_41212,MOV_41212,R_978,89,2024080204,22362.2,27.06,0.0029,10304.32
COST_MOV_41213,MOV_41213,R_241,48,2024062212,14598.8,15.83,0.0047,19676.46
COST_MOV_41214,MOV_41214,R_485,49,2024122318,54538.0,30.22,0.0015,17583.75
COST_MOV_41215,MOV_41215,R_604,49,2024090408,52482.25,32.34,0.0017,8049.22
COST_MOV_41216,MOV_41216,R_696,7,2024070400,40013.0,44.08,0.0024,9386.84
COST_MOV_41217,MOV_41217,R_274,78,2024042305,30518.56,21.86,0.0007,9065.57
COST_MOV_41218,MOV_41218,R_198,52,2024100904,31615.45,41.06,0.005,11914.0
COST_MOV_41219,MOV_41219,R_523,96,2024091423,37253.45,17.18,0.0015,14219.31
COST_MOV_41220,MOV_41220,R_288,16,2024082316,35041.79,28.01,0.003,18790.1
COST_MOV_41221,MOV_41221,R_245,33,2024011716,45667.87,28.77,0.0011,7297.37
COST_MOV_41222,MOV_41222,R_982,37,2024062523,10846.03,17.93,0.0009,10286.42
COST_MOV_41223,MOV_41223,R_206,32,2024011519,45057.16,22.04,0.0031,11322.94
COST_MOV_41224,MOV_41224,R_227,17,2024041110,42204.98,40.79,0.0003,7232.28
COST_MOV_41225,MOV_41225,R_652,87,2024052323,17172.68,35.19,0.0024,9498.41
COST_MOV_41226,MOV_41226,R_753,43,2024050311,32246.8,43.62,0.0024,19036.74
